=== GENERIC MODEL-DIFF AUDIT — 17778 docs constructed against their real model ===

DROPPED PATH (stored but NOT in schema)                         DOCS  SAMPLE VALUE
specialization . collection.talent2.attributes.Deception.modtype     4  "Skill Remove Setback"
specialization . collection.talent2.attributes.Deception.value     4  1
specialization . collection.talent4.attributes.Athletics.mod       4  "Athletics"
specialization . collection.talent4.attributes.Athletics.modtype     4  "Skill Remove Setback"
specialization . collection.talent4.attributes.Athletics.value     4  1
specialization . collection.talent4.attributes.Coordination.mod     4  "Coordination"
specialization . collection.talent4.attributes.Coordination.modtype     4  "Skill Remove Setback"
specialization . collection.talent4.attributes.Coordination.value     4  1
specialization . collection.talent9.attributes.Athletics.mod       4  "Athletics"
specialization . collection.talent9.attributes.Athletics.modtype     4  "Skill Remove Setback"
specialization . collection.talent9.attributes.Athletics.value     4  1
specialization . collection.talent15.attributes.Survival.mod       4  "Survival"
specialization . collection.talent15.attributes.Survival.modtype     4  "Force Boost"
specialization . collection.talent15.attributes.Survival.value     4  true
specialization . collection.talent15.attributes.Survival.key       4  "Survival"
specialization . collection.talent15.attributes.Knowledge:_Xenology.mod     4  "Knowledge: Xenology"
specialization . collection.talent15.attributes.Knowledge:_Xenology.modtype     4  "Force Boost"
specialization . collection.talent15.attributes.Knowledge:_Xenology.value     4  true
specialization . collection.talent15.attributes.Knowledge:_Xenology.key     4  "Knowledge:_Xenology"
character . stats.Willpower.value                                  4  5
nemesis . stats.Brawn.label                                        4  "Brawn"
nemesis . stats.Brawn.abrev                                        4  "Br"
nemesis . stats.Willpower.label                                    4  "Willpower"
nemesis . stats.Willpower.abrev                                    4  "Will"
specialization . collection.talent7.flags.ffg-star-wars-enhancements.associatedSkill     4  ["Brawl","Gunnery","Lightsaber","M
armour . enrichedDescription                                       4  "<h3>Riot Armor</h3>\n      Please
armour . hasLongDesc                                               4  false
armour . doNotSubmit.qualities                                     4  []
specialization . collection.talent4.flags.ffg-star-wars-enhancements.associatedSkill     4  ["Vigilance","Cool"]
specialization . collection.talent16.flags.ffg-star-wars-enhancements.associatedSkill     4  ["Vigilance","Cool"]
signatureability . collection.upgrade0.islearned                   3  false
signatureability . collection.upgrade0.cost                        3  "10"
signatureability . collection.upgrade1.islearned                   3  false
signatureability . collection.upgrade1.cost                        3  "10"
signatureability . collection.upgrade2.islearned                   3  false
signatureability . collection.upgrade2.cost                        3  "10"
signatureability . collection.upgrade3.islearned                   3  false
signatureability . collection.upgrade3.cost                        3  "10"
signatureability . collection.upgrade4.islearned                   3  false
signatureability . collection.upgrade4.cost                        3  "15"
signatureability . collection.upgrade5.islearned                   3  false
signatureability . collection.upgrade5.cost                        3  "15"
signatureability . collection.upgrade6.islearned                   3  false
signatureability . collection.upgrade6.cost                        3  "15"
signatureability . collection.upgrade7.islearned                   3  false
signatureability . collection.upgrade7.cost                        3  "15"
specialization . collection.talent8.attributes.attr<id>.modtype     3  "Career Skill"
specialization . collection.talent8.attributes.attr<id>.value      3  true
specialization . collection.talent8.attributes.attr<id>.mod        3  "Astrogation"
forcepower . collection.upgrade1.links-top-3                       3  true
specialization . collection.talent5.attributes.attr<id>.key        3  "attr1766844277433"
specialization . collection.talent6.attributes.Coordination.mod     2  "Coordination"
specialization . collection.talent6.attributes.Coordination.modtype     2  "Skill Remove Setback"
specialization . collection.talent6.attributes.Coordination.value     2  1
specialization . collection.talent8.attributes.Resilience.mod      2  "Resilience"
specialization . collection.talent8.attributes.Resilience.modtype     2  "Skill Boost"
specialization . collection.talent8.attributes.Resilience.value     2  1
specialization . collection.talent5.attributes.Athletics.mod       2  "Athletics"
specialization . collection.talent5.attributes.Athletics.modtype     2  "Skill Remove Setback"
specialization . collection.talent5.attributes.Athletics.value     2  1
specialization . collection.talent5.attributes.Coordination.mod     2  "Coordination"
specialization . collection.talent5.attributes.Coordination.modtype     2  "Skill Remove Setback"
specialization . collection.talent5.attributes.Coordination.value     2  1
specialization . collection.talent8.attributes.Mechanics.mod       2  "Mechanics"
specialization . collection.talent8.attributes.Mechanics.modtype     2  "Skill Remove Setback"
specialization . collection.talent8.attributes.Mechanics.value     2  1
specialization . collection.talent7.attributes.Cool.mod            2  "Cool"
specialization . collection.talent7.attributes.Cool.modtype        2  "Skill Remove Setback"
specialization . collection.talent7.attributes.Cool.value          2  1
specialization . collection.talent7.attributes.Leadership.mod      2  "Leadership"
specialization . collection.talent7.attributes.Leadership.modtype     2  "Skill Remove Setback"
specialization . collection.talent7.attributes.Leadership.value     2  1
specialization . collection.talent14.attributes.Cool.mod           2  "Cool"
specialization . collection.talent14.attributes.Cool.modtype       2  "Skill Remove Setback"
specialization . collection.talent14.attributes.Cool.value         2  1
specialization . collection.talent14.attributes.Leadership.mod     2  "Leadership"
specialization . collection.talent14.attributes.Leadership.modtype     2  "Skill Remove Setback"
specialization . collection.talent14.attributes.Leadership.value     2  1
specialization . collection.talent3.attributes.Knowledge: Core Worlds.mod     2  "Knowledge: Core Worlds"
specialization . collection.talent3.attributes.Knowledge: Core Worlds.modtype     2  "Skill Remove Setback"
specialization . collection.talent3.attributes.Knowledge: Core Worlds.value     2  1
specialization . collection.talent3.attributes.Knowledge: Education.mod     2  "Knowledge: Education"
specialization . collection.talent3.attributes.Knowledge: Education.modtype     2  "Skill Remove Setback"
specialization . collection.talent3.attributes.Knowledge: Education.value     2  1
specialization . collection.talent3.attributes.Knowledge: Lore.mod     2  "Knowledge: Lore"
specialization . collection.talent3.attributes.Knowledge: Lore.modtype     2  "Skill Remove Setback"
specialization . collection.talent3.attributes.Knowledge: Lore.value     2  1
specialization . collection.talent3.attributes.Knowledge: Outer Rim.mod     2  "Knowledge: Outer Rim"
specialization . collection.talent3.attributes.Knowledge: Outer Rim.modtype     2  "Skill Remove Setback"
specialization . collection.talent3.attributes.Knowledge: Outer Rim.value     2  1
specialization . collection.talent3.attributes.Knowledge: Underworld.mod     2  "Knowledge: Underworld"
specialization . collection.talent3.attributes.Knowledge: Underworld.modtype     2  "Skill Remove Setback"
specialization . collection.talent3.attributes.Knowledge: Underworld.value     2  1
specialization . collection.talent3.attributes.Knowledge: Warfare.mod     2  "Knowledge: Warfare"
specialization . collection.talent3.attributes.Knowledge: Warfare.modtype     2  "Skill Remove Setback"
specialization . collection.talent3.attributes.Knowledge: Warfare.value     2  1
specialization . collection.talent3.attributes.Knowledge: Xenology.mod     2  "Knowledge: Xenology"
specialization . collection.talent3.attributes.Knowledge: Xenology.modtype     2  "Skill Remove Setback"
specialization . collection.talent3.attributes.Knowledge: Xenology.value     2  1
specialization . collection.talent15.attributes.Knowledge: Core Worlds.mod     2  "Knowledge: Core Worlds"
specialization . collection.talent15.attributes.Knowledge: Core Worlds.modtype     2  "Skill Remove Setback"
specialization . collection.talent15.attributes.Knowledge: Core Worlds.value     2  1
specialization . collection.talent15.attributes.Knowledge: Education.mod     2  "Knowledge: Education"
specialization . collection.talent15.attributes.Knowledge: Education.modtype     2  "Skill Remove Setback"
specialization . collection.talent15.attributes.Knowledge: Education.value     2  1
specialization . collection.talent15.attributes.Knowledge: Lore.mod     2  "Knowledge: Lore"
specialization . collection.talent15.attributes.Knowledge: Lore.modtype     2  "Skill Remove Setback"
specialization . collection.talent15.attributes.Knowledge: Lore.value     2  1
specialization . collection.talent15.attributes.Knowledge: Outer Rim.mod     2  "Knowledge: Outer Rim"
specialization . collection.talent15.attributes.Knowledge: Outer Rim.modtype     2  "Skill Remove Setback"
specialization . collection.talent15.attributes.Knowledge: Outer Rim.value     2  1
specialization . collection.talent15.attributes.Knowledge: Underworld.mod     2  "Knowledge: Underworld"
specialization . collection.talent15.attributes.Knowledge: Underworld.modtype     2  "Skill Remove Setback"
specialization . collection.talent15.attributes.Knowledge: Underworld.value     2  1
specialization . collection.talent15.attributes.Knowledge: Warfare.mod     2  "Knowledge: Warfare"
specialization . collection.talent15.attributes.Knowledge: Warfare.modtype     2  "Skill Remove Setback"
specialization . collection.talent15.attributes.Knowledge: Warfare.value     2  1
specialization . collection.talent15.attributes.Knowledge: Xenology.mod     2  "Knowledge: Xenology"
specialization . collection.talent15.attributes.Knowledge: Xenology.modtype     2  "Skill Remove Setback"
specialization . collection.talent15.attributes.Knowledge: Xenology.value     2  1
specialization . collection.talent4.attributes.Streetwise.mod      2  "Streetwise"
specialization . collection.talent4.attributes.Streetwise.modtype     2  "Skill Remove Setback"
specialization . collection.talent4.attributes.Streetwise.value     2  1
specialization . collection.talent4.attributes.Knowledge:_Underworld.mod     2  "Knowledge: Underworld"
specialization . collection.talent4.attributes.Knowledge:_Underworld.modtype     2  "Skill Remove Setback"
specialization . collection.talent4.attributes.Knowledge:_Underworld.value     2  1
specialization . collection.talent5.attributes.Streetwise.mod      2  "Streetwise"
specialization . collection.talent5.attributes.Streetwise.modtype     2  "Skill Remove Setback"
specialization . collection.talent5.attributes.Streetwise.value     2  1
specialization . collection.talent5.attributes.Knowledge:_Underworld.mod     2  "Knowledge: Underworld"
specialization . collection.talent5.attributes.Knowledge:_Underworld.modtype     2  "Skill Remove Setback"
specialization . collection.talent5.attributes.Knowledge:_Underworld.value     2  1
specialization . collection.talent8.attributes.Deception.mod       2  "Deception"
specialization . collection.talent8.attributes.Deception.modtype     2  "Skill Remove Setback"
specialization . collection.talent8.attributes.Deception.value     2  1
specialization . collection.talent8.attributes.Skulduggery.mod     2  "Skulduggery"
specialization . collection.talent8.attributes.Skulduggery.modtype     2  "Skill Remove Setback"
specialization . collection.talent8.attributes.Skulduggery.value     2  1
specialization . collection.talent14.attributes.Mechanics.mod      2  "Mechanics"
specialization . collection.talent14.attributes.Mechanics.modtype     2  "Skill Remove Setback"
specialization . collection.talent14.attributes.Mechanics.value     2  1
specialization . collection.talent2.attributes.Cool.mod            2  "Cool"
specialization . collection.talent2.attributes.Cool.modtype        2  "Skill Remove Setback"
specialization . collection.talent2.attributes.Cool.value          2  1
specialization . collection.talent14.attributes.Astrogation.mod     2  "Astrogation"
specialization . collection.talent14.attributes.Astrogation.modtype     2  "Skill Remove Setback"
specialization . collection.talent14.attributes.Astrogation.value     2  1
specialization . collection.talent7.attributes.Vigilance.mod       2  "Vigilance"
specialization . collection.talent7.attributes.Vigilance.modtype     2  "Skill Boost"
specialization . collection.talent7.attributes.Vigilance.value     2  1
specialization . collection.talent15.attributes.Stealth.mod        2  "Stealth"
specialization . collection.talent15.attributes.Stealth.modtype     2  "Skill Boost"
specialization . collection.talent15.attributes.Stealth.value      2  1
specialization . collection.talent11.attributes.Skulduggery.mod     2  "Skulduggery"
specialization . collection.talent11.attributes.Skulduggery.modtype     2  "Skill Remove Setback"
specialization . collection.talent11.attributes.Skulduggery.value     2  1
specialization . collection.talent10.attributes.Cool.mod           2  "Cool"
specialization . collection.talent10.attributes.Cool.modtype       2  "Skill Remove Setback"
specialization . collection.talent10.attributes.Cool.value         2  1
specialization . collection.talent10.attributes.Skulduggery.mod     2  "Skulduggery"
specialization . collection.talent10.attributes.Skulduggery.modtype     2  "Skill Remove Setback"
specialization . collection.talent10.attributes.Skulduggery.value     2  1
specialization . collection.talent7.attributes.Perception.mod      2  "Perception"
specialization . collection.talent7.attributes.Perception.modtype     2  "Skill Boost"
specialization . collection.talent7.attributes.Perception.value     2  1
specialization . collection.talent14.attributes.<id>.key           2  "RnyZBV4XgnBV3ceX"
specialization . collection.talent18.attributes.Ranged:_Heavy.mod     2  "Ranged: Heavy"
specialization . collection.talent18.attributes.Ranged:_Heavy.modtype     2  "Force Boost"
specialization . collection.talent18.attributes.Ranged:_Heavy.value     2  true
specialization . collection.talent18.attributes.Ranged:_Heavy.key     2  "Ranged:_Heavy"
specialization . collection.talent18.attributes.Ranged:_Light.mod     2  "Ranged: Light"
specialization . collection.talent18.attributes.Ranged:_Light.modtype     2  "Force Boost"
specialization . collection.talent18.attributes.Ranged:_Light.value     2  true
specialization . collection.talent18.attributes.Ranged:_Light.key     2  "Ranged:_Light"
specialization . collection.talent11.attributes.Streetwise.mod     2  "Streetwise"
specialization . collection.talent11.attributes.Streetwise.modtype     2  "Skill Remove Setback"
specialization . collection.talent11.attributes.Streetwise.value     2  1
specialization . collection.talent11.attributes.Knowledge:_Underworld.mod     2  "Knowledge: Underworld"
specialization . collection.talent11.attributes.Knowledge:_Underworld.modtype     2  "Skill Remove Setback"
specialization . collection.talent11.attributes.Knowledge:_Underworld.value     2  1
specialization . collection.talent3.attributes.Deception.mod       2  "Deception"
specialization . collection.talent3.attributes.Deception.modtype     2  "Skill Remove Setback"
specialization . collection.talent3.attributes.Deception.value     2  1
specialization . collection.talent11.attributes.Brawl.mod          2  "Brawl"
specialization . collection.talent11.attributes.Brawl.modtype      2  "Skill Boost"
specialization . collection.talent11.attributes.Brawl.value        2  1
specialization . collection.talent11.attributes.Discipline.mod     2  "Discipline"
specialization . collection.talent11.attributes.Discipline.modtype     2  "Skill Boost"
specialization . collection.talent11.attributes.Discipline.value     2  1
specialization . collection.talent13.attributes.Streetwise.mod     2  "Streetwise"
specialization . collection.talent13.attributes.Streetwise.modtype     2  "Skill Remove Setback"
specialization . collection.talent13.attributes.Streetwise.value     2  1
specialization . collection.talent13.attributes.Streetwise.key     2  "Streetwise"
specialization . collection.talent13.attributes.Knowledge:_Underworld.mod     2  "Knowledge: Underworld"
specialization . collection.talent13.attributes.Knowledge:_Underworld.modtype     2  "Skill Remove Setback"
specialization . collection.talent13.attributes.Knowledge:_Underworld.value     2  1
specialization . collection.talent13.attributes.Knowledge:_Underworld.key     2  "Knowledge:_Underworld"
specialization . collection.talent7.attributes.Knowledge:_Lore.mod     2  "Knowledge: Lore"
specialization . collection.talent7.attributes.Knowledge:_Lore.modtype     2  "Skill Rank"
specialization . collection.talent7.attributes.Knowledge:_Lore.value     2  0
specialization . collection.talent7.attributes.Knowledge:_Lore.key     2  "Knowledge:_Lore"
specialization . collection.talent9.attributes.Knowledge:_Lore.mod     2  "Knowledge: Lore"
specialization . collection.talent9.attributes.Knowledge:_Lore.modtype     2  "Skill Rank"
specialization . collection.talent9.attributes.Knowledge:_Lore.value     2  0
specialization . collection.talent9.attributes.Knowledge:_Lore.key     2  "Knowledge:_Lore"
specialization . collection.talent18.attributes.Knowledge:_Lore.mod     2  "Knowledge: Lore"
specialization . collection.talent18.attributes.Knowledge:_Lore.modtype     2  "Skill Rank"
specialization . collection.talent18.attributes.Knowledge:_Lore.value     2  0
specialization . collection.talent4.attributes.Mechanics.mod       2  "Mechanics"
specialization . collection.talent4.attributes.Mechanics.modtype     2  "Skill Remove Setback"
specialization . collection.talent4.attributes.Mechanics.value     2  1
specialization . collection.talent9.attributes.Stealth.mod         2  "Stealth"
specialization . collection.talent9.attributes.Stealth.modtype     2  "Skill Boost"
specialization . collection.talent9.attributes.Stealth.value       2  1
specialization . collection.talent12.attributes.Coordination.mod     2  "Coordination"
specialization . collection.talent12.attributes.Coordination.modtype     2  "Skill Boost"
specialization . collection.talent12.attributes.Coordination.value     2  1
specialization . collection.talent12.attributes.Stealth.mod        2  "Stealth"
specialization . collection.talent12.attributes.Stealth.modtype     2  "Skill Boost"
specialization . collection.talent12.attributes.Stealth.value      2  1
specialization . collection.talent6.attributes.Resilience.mod      2  "Resilience"
specialization . collection.talent6.attributes.Resilience.modtype     2  "Skill Boost"
specialization . collection.talent6.attributes.Resilience.value     2  1
specialization . collection.talent13.attributes.Athletics.mod      2  "Athletics"
specialization . collection.talent13.attributes.Athletics.modtype     2  "Skill Remove Setback"
specialization . collection.talent13.attributes.Athletics.value     2  1
specialization . collection.talent13.attributes.Coordination.mod     2  "Coordination"
specialization . collection.talent13.attributes.Coordination.modtype     2  "Skill Remove Setback"
specialization . collection.talent13.attributes.Coordination.value     2  1
specialization . collection.talent8.attributes.Charm.mod           2  "Charm"
specialization . collection.talent8.attributes.Charm.modtype       2  "Skill Remove Setback"
specialization . collection.talent8.attributes.Charm.value         2  1
specialization . collection.talent0.attributes.Mechanics.mod       2  "Mechanics"
specialization . collection.talent0.attributes.Mechanics.modtype     2  "Skill Remove Setback"
specialization . collection.talent0.attributes.Mechanics.value     2  1
specialization . collection.talent6.attributes.Mechanics.mod       2  "Mechanics"
specialization . collection.talent6.attributes.Mechanics.modtype     2  "Skill Remove Setback"
specialization . collection.talent6.attributes.Mechanics.value     2  1
specialization . collection.talent0.attributes.Vigilance.mod       2  "Vigilance"
specialization . collection.talent0.attributes.Vigilance.modtype     2  "Skill Boost"
specialization . collection.talent0.attributes.Vigilance.value     2  1
specialization . collection.talent0.attributes.Perception.mod      2  "Perception"
specialization . collection.talent0.attributes.Perception.modtype     2  "Skill Boost"
specialization . collection.talent0.attributes.Perception.value     2  1
specialization . collection.talent3.attributes.Vigilance.mod       2  "Vigilance"
specialization . collection.talent3.attributes.Vigilance.modtype     2  "Skill Boost"
specialization . collection.talent3.attributes.Vigilance.value     2  1
specialization . collection.talent12.attributes.Streetwise.mod     2  "Streetwise"
specialization . collection.talent12.attributes.Streetwise.modtype     2  "Skill Remove Setback"
specialization . collection.talent12.attributes.Streetwise.value     2  1
specialization . collection.talent12.attributes.Knowledge:_Underworld.mod     2  "Knowledge: Underworld"
specialization . collection.talent12.attributes.Knowledge:_Underworld.modtype     2  "Skill Remove Setback"
specialization . collection.talent12.attributes.Knowledge:_Underworld.value     2  1
specialization . collection.talent13.attributes.Perception.mod     2  "Perception"
specialization . collection.talent13.attributes.Perception.modtype     2  "Skill Boost"
specialization . collection.talent13.attributes.Perception.value     2  1
specialization . collection.talent14.attributes.Vigilance.mod      2  "Vigilance"
specialization . collection.talent14.attributes.Vigilance.modtype     2  "Skill Boost"
specialization . collection.talent14.attributes.Vigilance.value     2  1
specialization . collection.talent15.attributes.Streetwise.mod     2  "Streetwise"
specialization . collection.talent15.attributes.Streetwise.modtype     2  "Skill Remove Setback"
specialization . collection.talent15.attributes.Streetwise.value     2  1
specialization . collection.talent15.attributes.Knowledge:_Underworld.mod     2  "Knowledge: Underworld"
specialization . collection.talent15.attributes.Knowledge:_Underworld.modtype     2  "Skill Remove Setback"
specialization . collection.talent15.attributes.Knowledge:_Underworld.value     2  1
specialization . collection.talent4.attributes.Astrogation.mod     2  "Astrogation"
specialization . collection.talent4.attributes.Astrogation.modtype     2  "Skill Remove Setback"
specialization . collection.talent4.attributes.Astrogation.value     2  1
specialization . collection.talent12.attributes.Astrogation.mod     2  "Astrogation"
specialization . collection.talent12.attributes.Astrogation.modtype     2  "Skill Remove Setback"
specialization . collection.talent12.attributes.Astrogation.value     2  1
specialization . collection.talent17.attributes.Astrogation.mod     2  "Astrogation"
specialization . collection.talent17.attributes.Astrogation.modtype     2  "Force Boost"
specialization . collection.talent17.attributes.Astrogation.value     2  true
specialization . collection.talent17.attributes.Astrogation.key     2  "Astrogation"
specialization . collection.talent17.attributes.Knowledge:_Outer Rim.mod     2  "Knowledge: Outer Rim"
specialization . collection.talent17.attributes.Knowledge:_Outer Rim.modtype     2  "Force Boost"
specialization . collection.talent17.attributes.Knowledge:_Outer Rim.value     2  true
specialization . collection.talent17.attributes.Knowledge:_Outer Rim.key     2  "Knowledge:_Outer Rim"
specialization . collection.talent11.attributes.Coercion.mod       2  "Coercion"
specialization . collection.talent11.attributes.Coercion.modtype     2  "Skill Remove Setback"
specialization . collection.talent11.attributes.Coercion.value     2  1
specialization . collection.talent14.attributes.Brawl.mod          2  "Brawl"
specialization . collection.talent14.attributes.Brawl.modtype      2  "Skill Boost"
specialization . collection.talent14.attributes.Brawl.value        2  1
specialization . collection.talent14.attributes.Discipline.mod     2  "Discipline"
specialization . collection.talent14.attributes.Discipline.modtype     2  "Skill Boost"
specialization . collection.talent14.attributes.Discipline.value     2  1
specialization . collection.talent2.attributes.Streetwise.key      2  "Streetwise"
specialization . collection.talent2.attributes.Knowledge:_Underworld.key     2  "Knowledge:_Underworld"
specialization . collection.talent6.attributes.Leadership.mod      2  "Leadership"
specialization . collection.talent6.attributes.Leadership.modtype     2  "Skill Boost"
specialization . collection.talent6.attributes.Leadership.value     2  1
specialization . collection.talent9.attributes.Knowledge: Core Worlds.mod     2  "Knowledge: Core Worlds"
specialization . collection.talent9.attributes.Knowledge: Core Worlds.modtype     2  "Skill Remove Setback"
specialization . collection.talent9.attributes.Knowledge: Core Worlds.value     2  1
specialization . collection.talent9.attributes.Knowledge: Education.mod     2  "Knowledge: Education"
specialization . collection.talent9.attributes.Knowledge: Education.modtype     2  "Skill Remove Setback"
specialization . collection.talent9.attributes.Knowledge: Education.value     2  1
specialization . collection.talent9.attributes.Knowledge: Lore.mod     2  "Knowledge: Lore"
specialization . collection.talent9.attributes.Knowledge: Lore.modtype     2  "Skill Remove Setback"
specialization . collection.talent9.attributes.Knowledge: Lore.value     2  1
specialization . collection.talent9.attributes.Knowledge: Outer Rim.mod     2  "Knowledge: Outer Rim"
specialization . collection.talent9.attributes.Knowledge: Outer Rim.modtype     2  "Skill Remove Setback"
specialization . collection.talent9.attributes.Knowledge: Outer Rim.value     2  1
specialization . collection.talent9.attributes.Knowledge: Underworld.mod     2  "Knowledge: Underworld"
specialization . collection.talent9.attributes.Knowledge: Underworld.modtype     2  "Skill Remove Setback"
specialization . collection.talent9.attributes.Knowledge: Underworld.value     2  1
specialization . collection.talent9.attributes.Knowledge: Warfare.mod     2  "Knowledge: Warfare"
specialization . collection.talent9.attributes.Knowledge: Warfare.modtype     2  "Skill Remove Setback"
specialization . collection.talent9.attributes.Knowledge: Warfare.value     2  1
specialization . collection.talent9.attributes.Knowledge: Xenology.mod     2  "Knowledge: Xenology"
specialization . collection.talent9.attributes.Knowledge: Xenology.modtype     2  "Skill Remove Setback"
specialization . collection.talent9.attributes.Knowledge: Xenology.value     2  1
specialization . collection.talent8.attributes.Cool.mod            2  "Cool"
specialization . collection.talent8.attributes.Cool.modtype        2  "Skill Remove Setback"
specialization . collection.talent8.attributes.Cool.value          2  1
specialization . collection.talent0.attributes.Astrogation.mod     2  "Astrogation"
specialization . collection.talent0.attributes.Astrogation.modtype     2  "Skill Remove Setback"
specialization . collection.talent0.attributes.Astrogation.value     2  1
specialization . collection.talent5.attributes.Astrogation.mod     2  "Astrogation"
specialization . collection.talent5.attributes.Astrogation.modtype     2  "Skill Remove Setback"
specialization . collection.talent5.attributes.Astrogation.value     2  1
specialization . collection.talent2.attributes.Piloting:_Planetary.mod     2  "Piloting: Planetary"
specialization . collection.talent2.attributes.Piloting:_Planetary.modtype     2  "Skill Remove Setback"
specialization . collection.talent2.attributes.Piloting:_Planetary.value     2  1
specialization . collection.talent2.attributes.Piloting:_Space.mod     2  "Piloting: Space"
specialization . collection.talent2.attributes.Piloting:_Space.modtype     2  "Skill Remove Setback"
specialization . collection.talent2.attributes.Piloting:_Space.value     2  1
specialization . collection.talent12.attributes.Deception.mod      2  "Deception"
specialization . collection.talent12.attributes.Deception.modtype     2  "Skill Remove Setback"
specialization . collection.talent12.attributes.Deception.value     2  1
specialization . collection.talent14.attributes.Streetwise.key     2  "Streetwise"
specialization . collection.talent14.attributes.Knowledge:_Underworld.mod     2  "Knowledge: Underworld"
specialization . collection.talent14.attributes.Knowledge:_Underworld.modtype     2  "Skill Remove Setback"
specialization . collection.talent14.attributes.Knowledge:_Underworld.value     2  1
specialization . collection.talent14.attributes.Knowledge:_Underworld.key     2  "Knowledge:_Underworld"
specialization . collection.talent6.attributes.Charm.mod           2  "Charm"
specialization . collection.talent6.attributes.Charm.modtype       2  "Skill Boost"
specialization . collection.talent6.attributes.Charm.value         2  1
specialization . collection.talent13.attributes.Vigilance.mod      2  "Vigilance"
specialization . collection.talent13.attributes.Vigilance.modtype     2  "Skill Boost"
specialization . collection.talent13.attributes.Vigilance.value     2  1
specialization . collection.talent10.attributes.Resilience.mod     2  "Resilience"
specialization . collection.talent10.attributes.Resilience.modtype     2  "Skill Remove Setback"
specialization . collection.talent10.attributes.Resilience.value     2  1
specialization . collection.talent14.attributes.Athletics.mod      2  "Athletics"
specialization . collection.talent14.attributes.Athletics.modtype     2  "Skill Remove Setback"
specialization . collection.talent14.attributes.Athletics.value     2  1
specialization . collection.talent14.attributes.Coordination.mod     2  "Coordination"
specialization . collection.talent14.attributes.Coordination.modtype     2  "Skill Remove Setback"
specialization . collection.talent14.attributes.Coordination.value     2  1
specialization . collection.talent1.attributes.Astrogation.mod     2  "Astrogation"
specialization . collection.talent1.attributes.Astrogation.modtype     2  "Skill Remove Setback"
specialization . collection.talent1.attributes.Astrogation.value     2  1
specialization . collection.talent18.attributes.Piloting:_Planetary.mod     2  "Piloting: Planetary"
specialization . collection.talent18.attributes.Piloting:_Planetary.modtype     2  "Skill Remove Setback"
specialization . collection.talent18.attributes.Piloting:_Planetary.value     2  1
specialization . collection.talent18.attributes.Piloting:_Space.mod     2  "Piloting: Space"
specialization . collection.talent18.attributes.Piloting:_Space.modtype     2  "Skill Remove Setback"
specialization . collection.talent18.attributes.Piloting:_Space.value     2  1
specialization . collection.talent8.attributes.Negotiation.mod     2  "Negotiation"
specialization . collection.talent8.attributes.Negotiation.modtype     2  "Skill Remove Setback"
specialization . collection.talent8.attributes.Negotiation.value     2  1
specialization . collection.talent8.attributes.Streetwise.mod      2  "Streetwise"
specialization . collection.talent8.attributes.Streetwise.modtype     2  "Skill Remove Setback"
specialization . collection.talent8.attributes.Streetwise.value     2  1
specialization . collection.talent14.attributes.Negotiation.mod     2  "Negotiation"
specialization . collection.talent14.attributes.Negotiation.modtype     2  "Skill Remove Setback"
specialization . collection.talent14.attributes.Negotiation.value     2  1
specialization . collection.talent4.attributes.Perception.mod      2  "Perception"
specialization . collection.talent4.attributes.Perception.modtype     2  "Skill Remove Setback"
specialization . collection.talent4.attributes.Perception.value     2  1
specialization . collection.talent11.attributes.Stealth.mod        2  "Stealth"
specialization . collection.talent11.attributes.Stealth.modtype     2  "Skill Boost"
specialization . collection.talent11.attributes.Stealth.value      2  1
specialization . collection.talent2.attributes.Astrogation.mod     2  "Astrogation"
specialization . collection.talent2.attributes.Astrogation.modtype     2  "Skill Remove Setback"
specialization . collection.talent2.attributes.Astrogation.value     2  1
specialization . collection.talent6.attributes.Astrogation.mod     2  "Astrogation"
specialization . collection.talent6.attributes.Astrogation.modtype     2  "Skill Remove Setback"
specialization . collection.talent6.attributes.Astrogation.value     2  1
specialization . collection.talent7.attributes.Astrogation.mod     2  "Astrogation"
specialization . collection.talent7.attributes.Astrogation.modtype     2  "Skill Remove Setback"
specialization . collection.talent7.attributes.Astrogation.value     2  1
specialization . collection.talent15.attributes.Piloting:_Planetary.mod     2  "Piloting: Planetary"
specialization . collection.talent15.attributes.Piloting:_Planetary.modtype     2  "Skill Remove Setback"
specialization . collection.talent15.attributes.Piloting:_Planetary.value     2  1
specialization . collection.talent15.attributes.Piloting:_Space.mod     2  "Piloting: Space"
specialization . collection.talent15.attributes.Piloting:_Space.modtype     2  "Skill Remove Setback"
specialization . collection.talent15.attributes.Piloting:_Space.value     2  1
specialization . collection.talent6.attributes.Streetwise.key      2  "Streetwise"
specialization . collection.talent6.attributes.Knowledge:_Underworld.key     2  "Knowledge:_Underworld"
specialization . collection.talent10.attributes.Streetwise.key     2  "Streetwise"
specialization . collection.talent10.attributes.Knowledge:_Underworld.key     2  "Knowledge:_Underworld"
specialization . collection.talent0.attributes.Skulduggery.mod     2  "Skulduggery"
specialization . collection.talent0.attributes.Skulduggery.modtype     2  "Skill Remove Setback"
specialization . collection.talent0.attributes.Skulduggery.value     2  1
specialization . collection.talent9.attributes.Skulduggery.mod     2  "Skulduggery"
specialization . collection.talent9.attributes.Skulduggery.modtype     2  "Skill Remove Setback"
specialization . collection.talent9.attributes.Skulduggery.value     2  1
specialization . collection.talent18.attributes.Coordination.mod     2  "Coordination"
specialization . collection.talent18.attributes.Coordination.modtype     2  "Skill Boost"
specialization . collection.talent18.attributes.Coordination.value     2  1
